"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
10465,"$200,000+",610,80,480,40,160
,,,,,,
10466,total,"33,180","16,110","4,520","11,650","6,020"
10466,"< $25,000",14190,8810,960,4160,2230
10466,"$25,000 - $49,999",9820,4270,1090,4160,1640
10466,"$50,000 - $74,999",4550,1750,790,1830,940
10466,"$75,000 -  $99,999",2290,730,620,850,560
10466,"$100,000 - $199,999",2170,530,950,620,590
10466,"$200,000+",160,20,110,30,60
,,,,,,
10467,total,"45,440","22,590","7,320","14,800","6,490"
10467,"< $25,000",21500,12750,2340,6190,2800
10467,"$25,000 - $49,999",13320,5840,2140,5090,1740
10467,"$50,000 - $74,999",6210,2560,1220,2270,1000
10467,"$75,000 -  $99,999",2380,870,710,750,460
10467,"$100,000 - $199,999",1920,540,850,500,440
10467,"$200,000+",110,30,60,** ,50
,,,,,,
10468,total,"36,190","18,800","5,050","11,840","5,020"
10468,"< $25,000",19660,11890,1870,5700,2590
10468,"$25,000 - $49,999",9920,4340,1530,3910,1150
10468,"$50,000 - $74,999",4070,1680,770,1520,700
10468,"$75,000 -  $99,999",1450,560,400,460,300
10468,"$100,000 - $199,999",1020,310,440,250,250
10468,"$200,000+",70,20,40,** ,30
,,,,,,
10469,total,"32,780","15,790","5,760","10,400","6,310"
10469,"< $25,000",12760,8130,1130,3320,2230
10469,"$25,000 - $49,999",8900,3980,1170,3490,1500
10469,"$50,000 - $74,999",5120,2070,900,1950,1020
10469,"$75,000 -  $99,999",2660,860,810,900,660
10469,"$100,000 - $199,999",2960,690,1470,710,770
10469,"$200,000+",380,60,280,30,130
,,,,,,
10470,total,"7,770","4,240","1,640","1,740","1,660"
10470,"< $25,000",2780,1870,270,610,580
10470,"$25,000 - $49,999",1910,1040,280,540,390
10470,"$50,000 - $74,999",1280,700,230,310,260
10470,"$75,000 -  $99,999",700,310,230,150,190
10470,"$100,000 - $199,999",920,280,490,130,200
10470,"$200,000+",180,40,140,** ,40
,,,,,,
10471,total,"10,010","5,340","3,020","1,340","3,450"
10471,"< $25,000",2280,1780,220,220,710
10471,"$25,000 - $49,999",1560,990,210,310,460
10471,"$50,000 - $74,999",1600,970,250,310,510
10471,"$75,000 -  $99,999",1290,690,320,220,420
10471,"$100,000 - $199,999",2150,750,1100,240,860
10471,"$200,000+",1130,160,920,40,490
,,,,,,
10472,total,"28,960","14,310","5,310","8,970","3,800"
10472,"< $25,000",15480,9040,2030,4250,1990
10472,"$25,000 - $49,999",8220,3480,1600,3040,930
10472,"$50,000 - $74,999",3210,1200,810,1140,460
10472,"$75,000 -  $99,999",1150,350,420,350,210
10472,"$100,000 - $199,999",840,240,420,190,190
10472,"$200,000+",60,** ,30,** ,20
,,,,,,
10473,total,"28,490","14,360","3,590","10,020","5,000"
10473,"< $25,000",12350,7690,870,3650,1980
10473,"$25,000 - $49,999",8100,3760,820,3370,1280
10473,"$50,000 - $74,999",4120,1740,580,1670,820
10473,"$75,000 -  $99,999",1980,670,450,800,440
10473,"$100,000 - $199,999",1800,470,780,530,440
10473,"$200,000+",140,30,90,** ,40
,,,,,,
10474,total,"5,030","2,510",560,"1,910",470
10474,"< $25,000",2730,1580,190,930,230
10474,"$25,000 - $49,999",1500,630,190,660,140
10474,"$50,000 - $74,999",540,210,100,230,60
10474,"$75,000 -  $99,999",180,60,40,90,40
10474,"$100,000 - $199,999",80,30,40,** ,** 
10474,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
10475,total,"23,050","12,930","3,050","6,410","7,300"
10475,"< $25,000",7200,5400,470,1210,2470
10475,"$25,000 - $49,999",6430,3560,530,2140,1900
10475,"$50,000 - $74,999",4750,2300,590,1660,1480
10475,"$75,000 -  $99,999",2510,1020,570,840,800
10475,"$100,000 - $199,999",2040,620,820,560,610
10475,"$200,000+",120,30,70,** ,40
,,,,,,
10501,total,670,310,320,40,170
10501,"< $25,000",180,150,20,20,30
10501,"$25,000 - $49,999",80,60,** ,** ,** 
10501,"$50,000 - $74,999",70,50,20,20,30
10501,"$75,000 -  $99,999",50,20,20,** ,20
10501,"$100,000 - $199,999",140,30,110,** ,60
10501,"$200,000+",150,** ,150,** ,30
,,,,,,
10502,total,"2,870","1,140","1,440",230,900
10502,"< $25,000",610,520,40,30,110
10502,"$25,000 - $49,999",300,180,60,40,90
10502,"$50,000 - $74,999",260,160,60,40,100
10502,"$75,000 -  $99,999",210,90,80,40,90
10502,"$100,000 - $199,999",660,140,450,50,280
10502,"$200,000+",830,50,750,30,230
,,,,,,
10504,total,"4,200","1,780","2,130",210,"1,200"
10504,"< $25,000",930,860,40,20,120
10504,"$25,000 - $49,999",380,290,50,30,100
10504,"$50,000 - $74,999",310,210,60,40,100
10504,"$75,000 -  $99,999",230,110,90,20,90
10504,"$100,000 - $199,999",640,190,390,50,290
10504,"$200,000+",1710,120,1500,50,500
,,,,,,
10505,total,740,340,310,60,200
10505,"< $25,000",230,190,** ,30,80
10505,"$25,000 - $49,999",130,80,60,** ,30
10505,"$50,000 - $74,999",60,30,** ,30,30
10505,"$75,000 -  $99,999",50,20,20,** ,** 
10505,"$100,000 - $199,999",130,20,100,** ,60
10505,"$200,000+",140,** ,130,** ,** 
,,,,,,
10506,total,"2,780","1,180","1,450",120,790
10506,"< $25,000",670,620,30,20,80
10506,"$25,000 - $49,999",260,190,60,** ,70
10506,"$50,000 - $74,999",180,110,50,30,50
10506,"$75,000 -  $99,999",140,70,60,** ,50
10506,"$100,000 - $199,999",460,110,320,30,190
10506,"$200,000+",1070,80,930,40,350
,,,,,,
10507,total,"2,690","1,330",980,320,720
10507,"< $25,000",820,590,120,110,170
10507,"$25,000 - $49,999",510,290,120,90,100
10507,"$50,000 - $74,999",330,170,90,50,100
10507,"$75,000 -  $99,999",210,100,70,30,70
10507,"$100,000 - $199,999",440,130,270,40,140
10507,"$200,000+",380,50,310,** ,140
,,,,,,
10509,total,"10,030","4,860","3,890","1,040","2,700"
10509,"< $25,000",2920,2330,260,300,530
10509,"$25,000 - $49,999",1750,1070,370,250,390
10509,"$50,000 - $74,999",1270,670,390,170,440
10509,"$75,000 -  $99,999",1000,360,470,120,390
10509,"$100,000 - $199,999",2150,370,1550,180,690
10509,"$200,000+",940,60,850,20,260
,,,,,,
10510,total,"4,820","2,020","2,440",270,"1,590"
10510,"< $25,000",990,900,50,30,190
10510,"$25,000 - $49,999",460,350,50,40,120
10510,"$50,000 - $74,999",400,250,90,50,130
10510,"$75,000 -  $99,999",310,140,120,40,130
10510,"$100,000 - $199,999",990,250,650,70,430
10510,"$200,000+",1670,130,1480,40,590
,,,,,,
10511,total,"1,170",530,460,130,300
10511,"< $25,000",320,250,30,30,60
10511,"$25,000 - $49,999",210,120,40,40,40
10511,"$50,000 - $74,999",170,80,50,30,50
10511,"$75,000 -  $99,999",130,40,70,30,50
10511,"$100,000 - $199,999",250,40,190,** ,100
10511,"$200,000+",90,** ,80,** ,** 
,,,,,,
10512,total,"12,600","6,030","5,030","1,230","3,590"
10512,"< $25,000",3250,2610,320,270,730
10512,"$25,000 - $49,999",2250,1410,440,310,560
10512,"$50,000 - $74,999",1780,950,530,230,550
10512,"$75,000 -  $99,999",1380,480,680,170,490
10512,"$100,000 - $199,999",2930,500,2160,210,950
10512,"$200,000+",1010,80,900,40,310
,,,,,,
10514,total,"5,420","2,020","3,080",220,"1,430"
10514,"< $25,000",1180,1100,40,30,110
10514,"$25,000 - $49,999",340,260,40,30,80
10514,"$50,000 - $74,999",310,200,70,30,90
10514,"$75,000 -  $99,999",260,140,90,20,110
10514,"$100,000 - $199,999",820,200,530,50,360
10514,"$200,000+",2510,120,2310,60,680
,,,,,,
10516,total,"2,730","1,260","1,220",190,970
10516,"< $25,000",640,530,60,40,170
10516,"$25,000 - $49,999",420,260,100,40,140
10516,"$50,000 - $74,999",340,180,120,30,140
10516,"$75,000 -  $99,999",280,120,130,30,140
10516,"$100,000 - $199,999",650,120,470,50,240
10516,"$200,000+",400,50,340,** ,140
,,,,,,
10518,total,750,370,320,40,230
10518,"< $25,000",180,160,** ,** ,20
10518,"$25,000 - $49,999",90,70,40,20,30
10518,"$50,000 - $74,999",70,40,** ,** ,20
10518,"$75,000 -  $99,999",60,30,30,** ,30
10518,"$100,000 - $199,999",160,70,80,20,60
10518,"$200,000+",190,** ,170,** ,70
,,,,,,
10520,total,"6,440","3,010","2,770",540,"2,240"
10520,"< $25,000",1510,1260,130,100,420
10520,"$25,000 - $49,999",900,590,160,120,320
10520,"$50,000 - $74,999",770,470,170,110,300
10520,"$75,000 -  $99,999",610,280,240,80,260
10520,"$100,000 - $199,999",1390,310,950,90,540
10520,"$200,000+",1260,100,1120,40,400
,,,,,,
10522,total,"5,390","2,480","2,230",530,"1,410"
10522,"< $25,000",1140,950,100,60,210
10522,"$25,000 - $49,999",740,490,110,110,160
10522,"$50,000 - $74,999",700,400,160,120,190
10522,"$75,000 -  $99,999",530,240,180,90,150
10522,"$100,000 - $199,999",1170,290,720,120,400
10522,"$200,000+",1110,110,960,30,300
,,,,,,
10523,total,"4,880","2,370","1,440",890,"1,000"
10523,"< $25,000",1420,1010,130,240,220
10523,"$25,000 - $49,999",1060,540,200,280,180
10523,"$50,000 - $74,999",710,340,190,150,170
10523,"$75,000 -  $99,999",520,210,190,90,130
10523,"$100,000 - $199,999",880,230,500,110,230
10523,"$200,000+",290,40,230,20,70
,,,,,,
10524,total,"2,080",950,920,160,680
10524,"< $25,000",480,420,40,30,120
10524,"$25,000 - $49,999",300,190,50,50,80
10524,"$50,000 - $74,999",250,130,80,40,70
10524,"$75,000 -  $99,999",200,70,100,** ,80
10524,"$100,000 - $199,999",510,100,360,40,200
10524,"$200,000+",340,40,290,** ,130
,,,,,,
10526,total,"1,000",470,420,70,290
10526,"< $25,000",240,200,20,** ,50
10526,"$25,000 - $49,999",140,90,40,30,20
10526,"$50,000 - $74,999",110,80,** ,20,30
10526,"$75,000 -  $99,999",90,30,40,** ,40
10526,"$100,000 - $199,999",200,50,130,20,80
10526,"$200,000+",220,20,190,** ,70
,,,,,,
10527,total,460,160,260,0,120
10527,"< $25,000",100,90,** ,0,** 
10527,"$25,000 - $49,999",50,30,** ,0,** 
10527,"$50,000 - $74,999",40,20,50,0,50
10527,"$75,000 -  $99,999",40,20,** ,0,** 
10527,"$100,000 - $199,999",110,** ,90,0,40
10527,"$200,000+",120,** ,120,0,30
,,,,,,
10528,total,"5,970","2,880","2,410",510,"1,600"
10528,"< $25,000",1490,1210,140,110,330
10528,"$25,000 - $49,999",940,610,180,130,230
10528,"$50,000 - $74,999",730,440,170,90,200
10528,"$75,000 -  $99,999",590,260,240,60,190
10528,"$100,000 - $199,999",1020,250,650,80,270
10528,"$200,000+",1200,110,1030,40,380
,,,,,,
10530,total,"7,220","3,890","2,610",510,"2,740"
10530,"< $25,000",1360,1120,130,80,430
10530,"$25,000 - $49,999",960,670,160,100,340
10530,"$50,000 - $74,999",1080,730,190,110,410
10530,"$75,000 -  $99,999",860,520,230,70,370
10530,"$100,000 - $199,999",1820,680,970,120,780
10530,"$200,000+",1140,170,930,30,410
,,,,,,
10532,total,"2,590","1,170","1,200",180,760
10532,"< $25,000",560,470,50,30,120
10532,"$25,000 - $49,999",370,260,80,30,100
10532,"$50,000 - $74,999",360,210,100,40,120
10532,"$75,000 -  $99,999",250,100,110,30,100
10532,"$100,000 - $199,999",670,110,510,50,230
10532,"$200,000+",380,20,350,** ,90
,,,,,,
10533,total,"3,750","1,680","1,760",250,"1,090"
10533,"< $25,000",780,700,50,30,140
10533,"$25,000 - $49,999",380,280,60,30,110
10533,"$50,000 - $74,999",380,240,90,40,130
10533,"$75,000 -  $99,999",320,180,90,40,120
10533,"$100,000 - $199,999",720,200,420,70,280
10533,"$200,000+",1170,80,1050,40,310
,,,,,,
10535,total,400,190,120,70,90
10535,"< $25,000",110,70,** ,20,40
10535,"$25,000 - $49,999",100,60,40,30,** 
10535,"$50,000 - $74,999",60,30,30,** ,30
10535,"$75,000 -  $99,999",40,30,** ,20,** 
10535,"$100,000 - $199,999",70,** ,50,** ,20
10535,"$200,000+",20,** ,** ,** ,** 
,,,,,,
10536,total,"5,120","2,230","2,500",280,"1,490"
10536,"< $25,000",1210,1090,60,40,190
10536,"$25,000 - $49,999",540,390,80,50,130
10536,"$50,000 - $74,999",430,270,110,40,150
10536,"$75,000 -  $99,999",320,150,130,30,120
10536,"$100,000 - $199,999",980,210,670,70,400
10536,"$200,000+",1640,120,1450,50,500
,,,,,,
10537,total,"1,260",630,430,160,260
10537,"< $25,000",360,270,30,50,60
10537,"$25,000 - $49,999",280,170,60,40,60
10537,"$50,000 - $74,999",170,100,40,30,30
10537,"$75,000 -  $99,999",160,40,90,20,40
10537,"$100,000 - $199,999",240,50,170,20,70
10537,"$200,000+",50,** ,40,** ,** 
,,,,,,
10538,total,"8,150","3,400","4,110",490,"2,280"
10538,"< $25,000",1640,1480,80,70,250
10538,"$25,000 - $49,999",720,510,110,90,190
10538,"$50,000 - $74,999",700,460,120,80,220
10538,"$75,000 -  $99,999",570,330,160,60,210
10538,"$100,000 - $199,999",1300,430,740,100,550
10538,"$200,000+",3220,190,2900,90,860
,,,,,,
10541,total,"12,800","5,920","5,440","1,150","3,230"
10541,"< $25,000",3360,2750,330,230,590
10541,"$25,000 - $49,999",2050,1320,410,280,480
10541,"$50,000 - $74,999",1650,860,480,220,490
10541,"$75,000 -  $99,999",1340,460,640,180,440
10541,"$100,000 - $199,999",3170,450,2450,220,900
10541,"$200,000+",1230,80,1130,20,330
,,,,,,
10543,total,"9,730","4,590","3,860","1,080","2,530"
10543,"< $25,000",2660,1960,300,350,560
10543,"$25,000 - $49,999",1520,890,350,250,340
10543,"$50,000 - $74,999",1200,700,300,160,310
10543,"$75,000 -  $99,999",850,410,300,120,260
10543,"$100,000 - $199,999",1780,480,1110,150,610
10543,"$200,000+",1720,150,1500,50,450
,,,,,,
10546,total,700,280,350,60,200
10546,"< $25,000",130,110,30,** ,20
10546,"$25,000 - $49,999",70,40,** ,30,20
10546,"$50,000 - $74,999",70,40,40,** ,30
10546,"$75,000 -  $99,999",60,30,** ,** ,20
10546,"$100,000 - $199,999",170,60,100,30,50
10546,"$200,000+",200,** ,180,** ,60
,,,,,,
10547,total,"3,710","1,790","1,360",450,900
10547,"< $25,000",1040,850,70,100,170
10547,"$25,000 - $49,999",660,390,130,120,150
10547,"$50,000 - $74,999",480,250,120,80,130
10547,"$75,000 -  $99,999",390,140,180,50,110
10547,"$100,000 - $199,999",840,160,590,100,260
10547,"$200,000+",300,** ,270,** ,80
,,,,,,
10548,total,"1,650",810,640,190,490
10548,"< $25,000",430,340,40,40,100
10548,"$25,000 - $49,999",280,180,50,50,60
10548,"$50,000 - $74,999",230,130,60,40,70
10548,"$75,000 -  $99,999",180,80,70,30,70
10548,"$100,000 - $199,999",390,80,290,30,140
10548,"$200,000+",140,** ,130,** ,50
,,,,,,
10549,total,"8,250","3,950","3,210",940,"2,270"
10549,"< $25,000",2530,1890,270,350,460
10549,"$25,000 - $49,999",1420,790,350,260,310
10549,"$50,000 - $74,999",890,490,230,130,280
10549,"$75,000 -  $99,999",640,330,230,60,250
10549,"$100,000 - $199,999",1230,310,790,90,470
10549,"$200,000+",1540,140,1340,50,500
,,,,,,
10550,total,"19,540","9,400","2,690","6,970","3,210"
10550,"< $25,000",8260,5100,590,2420,1260
10550,"$25,000 - $49,999",5940,2510,670,2610,850
10550,"$50,000 - $74,999",2810,1060,530,1120,530
10550,"$75,000 -  $99,999",1300,420,360,480,260
10550,"$100,000 - $199,999",1140,310,480,340,270
10550,"$200,000+",90,** ,60,** ,40
,,,,,,
10552,total,"11,100","5,840","2,670","2,220","2,950"
10552,"< $25,000",2900,2110,260,440,750
10552,"$25,000 - $49,999",2320,1350,290,610,530
10552,"$50,000 - $74,999",1890,1040,310,460,480
10552,"$75,000 -  $99,999",1300,610,310,320,370
10552,"$100,000 - $199,999",1960,620,930,350,600
10552,"$200,000+",730,110,570,40,220
,,,,,,
10553,total,"5,940","2,870",870,"2,030","1,190"
10553,"< $25,000",2050,1360,110,550,320
10553,"$25,000 - $49,999",1620,750,170,670,290
10553,"$50,000 - $74,999",960,390,130,380,210
10553,"$75,000 -  $99,999",520,190,110,200,130
10553,"$100,000 - $199,999",690,180,280,230,210
10553,"$200,000+",100,** ,70,** ,30
,,,,,,
10560,total,"2,180",970,"1,010",160,690
10560,"< $25,000",500,420,40,30,100
10560,"$25,000 - $49,999",310,200,70,40,80
10560,"$50,000 - $74,999",240,150,50,30,90
10560,"$75,000 -  $99,999",200,70,100,20,70
10560,"$100,000 - $199,999",470,90,350,40,180
10560,"$200,000+",460,40,400,** ,170
,,,,,,
10562,total,"16,080","7,820","5,430","2,480","3,980"
10562,"< $25,000",4760,3380,500,810,770
10562,"$25,000 - $49,999",3320,1700,780,770,590
10562,"$50,000 - $74,999",2180,1130,620,370,580
10562,"$75,000 -  $99,999",1540,680,570,230,510
10562,"$100,000 - $199,999",2870,770,1770,270,1000
10562,"$200,000+",1410,160,1190,30,530
,,,,,,
10566,total,"12,390","6,500","3,290","2,340","2,870"
10566,"< $25,000",4350,2980,420,890,760
10566,"$25,000 - $49,999",3030,1580,620,740,550
10566,"$50,000 - $74,999",1800,880,480,380,490
10566,"$75,000 -  $99,999",1140,500,450,160,380
10566,"$100,000 - $199,999",1690,500,1000,170,570
10566,"$200,000+",380,60,320,** ,120
,,,,,,
10567,total,"9,850","4,390","4,280",930,"2,700"
10567,"< $25,000",2460,2060,190,170,460
10567,"$25,000 - $49,999",1390,900,240,220,330
10567,"$50,000 - $74,999",1120,580,320,160,320
10567,"$75,000 -  $99,999",1000,370,440,140,350
10567,"$100,000 - $199,999",2450,390,1800,200,810
10567,"$200,000+",1430,90,1290,40,430
,,,,,,
10570,total,"6,050","2,740","2,790",380,"1,750"
10570,"< $25,000",1410,1240,80,70,240
10570,"$25,000 - $49,999",700,500,120,60,160
10570,"$50,000 - $74,999",610,400,130,70,190
10570,"$75,000 -  $99,999",490,240,170,60,190
10570,"$100,000 - $199,999",1210,260,820,80,490
10570,"$200,000+",1630,100,1470,40,480
,,,,,,
10573,total,"19,050","9,280","6,530","2,790","4,210"
10573,"< $25,000",6680,4590,810,1150,1130
10573,"$25,000 - $49,999",4260,2020,1190,940,740
10573,"$50,000 - $74,999",2400,1210,780,320,580
10573,"$75,000 -  $99,999",1410,620,600,150,420
10573,"$100,000 - $199,999",2340,650,1450,180,800
10573,"$200,000+",1960,190,1700,50,540
,,,,,,
10576,total,"2,480","1,060","1,230",140,840
10576,"< $25,000",550,490,30,30,90
10576,"$25,000 - $49,999",220,160,50,** ,70
10576,"$50,000 - $74,999",200,120,60,40,70
10576,"$75,000 -  $99,999",170,70,70,** ,70
10576,"$100,000 - $199,999",490,130,310,40,220
10576,"$200,000+",850,90,710,30,320
,,,,,,
10577,total,"1,550",760,670,70,430
10577,"< $25,000",390,360,30,20,60
10577,"$25,000 - $49,999",130,100,** ,** ,** 
10577,"$50,000 - $74,999",150,100,30,30,30
10577,"$75,000 -  $99,999",80,50,20,** ,30
10577,"$100,000 - $199,999",200,70,110,** ,90
10577,"$200,000+",600,80,480,20,220
,,,,,,
10578,total,440,190,210,40,110
10578,"< $25,000",120,90,** ,** ,40
10578,"$25,000 - $49,999",70,40,40,** ,** 
10578,"$50,000 - $74,999",50,30,30,40,30
10578,"$75,000 -  $99,999",40,30,** ,** ,** 
10578,"$100,000 - $199,999",120,** ,100,** ,40
10578,"$200,000+",40,** ,40,** ,** 
,,,,,,
10579,total,"4,370","2,010","1,910",360,"1,190"
10579,"< $25,000",1000,860,70,60,210
10579,"$25,000 - $49,999",660,430,140,70,160
10579,"$50,000 - $74,999",590,300,190,80,180
10579,"$75,000 -  $99,999",440,160,210,60,150
10579,"$100,000 - $199,999",1150,220,830,90,330
10579,"$200,000+",530,40,470,** ,160
,,,,,,
10580,total,"8,130","3,590","3,960",420,"2,240"
10580,"< $25,000",1880,1690,100,70,280
10580,"$25,000 - $49,999",710,520,100,60,200
10580,"$50,000 - $74,999",650,430,130,70,190
10580,"$75,000 -  $99,999",470,250,150,50,170
10580,"$100,000 - $199,999",1260,450,690,90,550
10580,"$200,000+",3160,250,2790,80,850
,,,,,,
10583,total,"18,940","7,970","9,630","1,000","5,500"
10583,"< $25,000",3970,3580,230,120,640
10583,"$25,000 - $49,999",1730,1250,280,160,470
10583,"$50,000 - $74,999",1490,990,320,140,510
10583,"$75,000 -  $99,999",1290,710,400,130,480
10583,"$100,000 - $199,999",3320,970,1980,270,1370
10583,"$200,000+",7140,470,6420,180,2030
,,,,,,
10588,total,"1,330",650,530,130,420
10588,"< $25,000",350,290,40,20,90
10588,"$25,000 - $49,999",200,130,40,30,60
10588,"$50,000 - $74,999",180,100,50,50,50
10588,"$75,000 -  $99,999",150,70,60,** ,70
10588,"$100,000 - $199,999",320,40,230,30,110
10588,"$200,000+",130,20,110,** ,40
,,,,,,
10589,total,"4,600","2,290","1,990",240,"2,490"
10589,"< $25,000",910,770,100,30,350
10589,"$25,000 - $49,999",530,360,120,40,300
10589,"$50,000 - $74,999",610,410,150,40,390
10589,"$75,000 -  $99,999",540,300,190,40,380
10589,"$100,000 - $199,999",1270,360,800,90,730
10589,"$200,000+",740,90,630,** ,340
,,,,,,
10590,total,"3,180","1,410","1,520",190,"1,010"
10590,"< $25,000",720,620,50,40,120
10590,"$25,000 - $49,999",360,240,90,30,100
10590,"$50,000 - $74,999",330,210,80,30,120
10590,"$75,000 -  $99,999",270,120,110,30,110
10590,"$100,000 - $199,999",720,150,500,40,300
10590,"$200,000+",780,70,690,20,260
,,,,,,
10591,total,"12,030","5,930","3,870","1,940","3,110"
10591,"< $25,000",3460,2430,350,620,620
10591,"$25,000 - $49,999",2450,1210,440,740,450
10591,"$50,000 - $74,999",1540,860,360,270,410
10591,"$75,000 -  $99,999",970,530,290,110,330
10591,"$100,000 - $199,999",1910,650,1070,140,710
10591,"$200,000+",1700,250,1360,60,590
,,,,,,
10594,total,"2,620","1,210","1,200",180,730
10594,"< $25,000",630,520,60,50,130
10594,"$25,000 - $49,999",370,260,70,40,80
10594,"$50,000 - $74,999",320,200,90,20,100
10594,"$75,000 -  $99,999",240,100,100,20,90
