,"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
9165,13775.0,"$100,000 - $199,999",100,** ,90,** ,50
9166,13775.0,"$200,000+",** ,** ,** ,** ,** 
9167,,,,,,,
9168,13776.0,total,340,180,120,30,150
9169,13776.0,"< $25,000",120,90,20,30,50
9170,13776.0,"$25,000 - $49,999",80,40,20,** ,30
9171,13776.0,"$50,000 - $74,999",60,30,20,** ,20
9172,13776.0,"$75,000 -  $99,999",40,20,30,0,20
9173,13776.0,"$100,000 - $199,999",40,** ,30,0,30
9174,13776.0,"$200,000+",** ,** ,** ,** ,** 
9175,,,,,,,
9176,13777.0,total,370,170,170,40,90
9177,13777.0,"< $25,000",130,80,30,** ,30
9178,13777.0,"$25,000 - $49,999",100,60,30,40,30
9179,13777.0,"$50,000 - $74,999",50,30,30,** ,** 
9180,13777.0,"$75,000 -  $99,999",40,** ,30,** ,30
9181,13777.0,"$100,000 - $199,999",50,** ,50,0,** 
9182,13777.0,"$200,000+",0,0,0,0,0
9183,,,,,,,
9184,13778.0,total,"2,670","1,290","1,070",260,780
9185,13778.0,"< $25,000",880,630,130,100,260
9186,13778.0,"$25,000 - $49,999",700,390,190,100,180
9187,13778.0,"$50,000 - $74,999",470,180,240,60,120
9188,13778.0,"$75,000 -  $99,999",270,50,210,** ,110
9189,13778.0,"$100,000 - $199,999",300,40,260,** ,90
9190,13778.0,"$200,000+",50,** ,40,0,20
9191,,,,,,,
9192,13780.0,total,480,200,200,60,170
9193,13780.0,"< $25,000",150,90,30,30,50
9194,13780.0,"$25,000 - $49,999",130,60,40,30,40
9195,13780.0,"$50,000 - $74,999",90,50,50,** ,30
9196,13780.0,"$75,000 -  $99,999",60,** ,40,0,30
9197,13780.0,"$100,000 - $199,999",50,** ,40,0,20
9198,13780.0,"$200,000+",** ,** ,** ,** ,** 
9199,,,,,,,
9200,13782.0,total,310,150,130,20,120
9201,13782.0,"< $25,000",110,70,50,20,40
9202,13782.0,"$25,000 - $49,999",70,40,** ,** ,20
9203,13782.0,"$50,000 - $74,999",60,40,30,** ,30
9204,13782.0,"$75,000 -  $99,999",30,** ,20,0,30
9205,13782.0,"$100,000 - $199,999",40,** ,30,** ,** 
9206,13782.0,"$200,000+",** ,** ,** ,** ,** 
9207,,,,,,,
9208,13783.0,total,"1,000",500,360,130,350
9209,13783.0,"< $25,000",410,270,80,60,130
9210,13783.0,"$25,000 - $49,999",250,140,70,40,80
9211,13783.0,"$50,000 - $74,999",150,70,70,30,60
9212,13783.0,"$75,000 -  $99,999",80,** ,60,** ,30
9213,13783.0,"$100,000 - $199,999",110,20,80,** ,50
9214,13783.0,"$200,000+",** ,** ,** ,** ,** 
9215,,,,,,,
9216,13786.0,total,160,60,80,0,70
9217,13786.0,"< $25,000",40,20,30,0,30
9218,13786.0,"$25,000 - $49,999",50,40,** ,0,** 
9219,13786.0,"$50,000 - $74,999",50,** ,30,0,40
9220,13786.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
9221,13786.0,"$100,000 - $199,999",20,** ,20,0,** 
9222,13786.0,"$200,000+",** ,** ,** ,0,** 
9223,,,,,,,
9224,13787.0,total,"1,490",650,610,190,430
9225,13787.0,"< $25,000",580,370,100,90,150
9226,13787.0,"$25,000 - $49,999",410,190,140,70,110
9227,13787.0,"$50,000 - $74,999",230,70,130,30,80
9228,13787.0,"$75,000 -  $99,999",140,20,120,** ,50
9229,13787.0,"$100,000 - $199,999",130,** ,120,** ,40
9230,13787.0,"$200,000+",** ,** ,** ,** ,** 
9231,,,,,,,
9232,13788.0,total,420,190,170,50,170
9233,13788.0,"< $25,000",140,100,30,** ,60
9234,13788.0,"$25,000 - $49,999",120,60,30,50,40
9235,13788.0,"$50,000 - $74,999",70,30,40,** ,40
9236,13788.0,"$75,000 -  $99,999",30,** ,20,0,** 
9237,13788.0,"$100,000 - $199,999",60,** ,50,** ,30
9238,13788.0,"$200,000+",** ,** ,** ,** ,** 
9239,,,,,,,
9240,13790.0,total,"8,490","4,610","2,550","1,150","2,540"
9241,13790.0,"< $25,000",3500,2440,410,600,880
9242,13790.0,"$25,000 - $49,999",2340,1350,550,390,660
9243,13790.0,"$50,000 - $74,999",1240,560,530,110,410
9244,13790.0,"$75,000 -  $99,999",650,150,450,30,270
9245,13790.0,"$100,000 - $199,999",640,90,520,20,260
9246,13790.0,"$200,000+",120,20,90,** ,60
9247,,,,,,,
9248,13795.0,total,"1,790",830,680,220,520
9249,13795.0,"< $25,000",660,450,90,100,180
9250,13795.0,"$25,000 - $49,999",490,250,140,90,130
9251,13795.0,"$50,000 - $74,999",270,80,160,30,90
9252,13795.0,"$75,000 -  $99,999",170,50,120,** ,50
9253,13795.0,"$100,000 - $199,999",170,** ,150,** ,70
9254,13795.0,"$200,000+",30,** ,20,0,** 
9255,,,,,,,
9256,13796.0,total,600,300,230,60,190
9257,13796.0,"< $25,000",230,160,40,30,60
9258,13796.0,"$25,000 - $49,999",160,90,40,30,40
9259,13796.0,"$50,000 - $74,999",70,30,40,** ,20
9260,13796.0,"$75,000 -  $99,999",70,20,50,0,30
9261,13796.0,"$100,000 - $199,999",70,** ,60,0,40
9262,13796.0,"$200,000+",** ,** ,** ,** ,** 
9263,,,,,,,
9264,13797.0,total,910,410,370,120,230
9265,13797.0,"< $25,000",330,230,50,50,90
9266,13797.0,"$25,000 - $49,999",280,120,100,50,70
9267,13797.0,"$50,000 - $74,999",130,60,70,20,30
9268,13797.0,"$75,000 -  $99,999",80,** ,70,** ,20
9269,13797.0,"$100,000 - $199,999",90,** ,80,0,20
9270,13797.0,"$200,000+",** ,** ,** ,** ,** 
9271,,,,,,,
9272,13801.0,total,540,210,240,60,160
9273,13801.0,"< $25,000",220,120,50,30,60
9274,13801.0,"$25,000 - $49,999",140,60,50,30,40
9275,13801.0,"$50,000 - $74,999",100,30,70,** ,30
9276,13801.0,"$75,000 -  $99,999",40,** ,30,0,30
9277,13801.0,"$100,000 - $199,999",40,0,40,** ,** 
9278,13801.0,"$200,000+",0,0,0,0,0
9279,,,,,,,
9280,13802.0,total,390,200,160,30,120
9281,13802.0,"< $25,000",130,110,** ,30,30
9282,13802.0,"$25,000 - $49,999",110,60,50,** ,40
9283,13802.0,"$50,000 - $74,999",60,30,30,** ,20
9284,13802.0,"$75,000 -  $99,999",40,** ,30,** ,30
9285,13802.0,"$100,000 - $199,999",50,** ,50,0,** 
9286,13802.0,"$200,000+",** ,** ,** ,** ,** 
9287,,,,,,,
9288,13803.0,total,"1,920",870,790,220,470
9289,13803.0,"< $25,000",700,480,120,90,160
9290,13803.0,"$25,000 - $49,999",520,260,150,90,110
9291,13803.0,"$50,000 - $74,999",340,100,200,40,90
9292,13803.0,"$75,000 -  $99,999",180,30,150,** ,60
9293,13803.0,"$100,000 - $199,999",180,** ,170,** ,50
9294,13803.0,"$200,000+",** ,** ,** ,** ,** 
9295,,,,,,,
9296,13804.0,total,200,100,80,0,60
9297,13804.0,"< $25,000",60,40,30,0,30
9298,13804.0,"$25,000 - $49,999",60,40,** ,0,** 
9299,13804.0,"$50,000 - $74,999",50,20,30,0,30
9300,13804.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
9301,13804.0,"$100,000 - $199,999",30,** ,20,0,** 
9302,13804.0,"$200,000+",** ,** ,** ,0,** 
9303,,,,,,,
9304,13807.0,total,620,290,260,60,210
9305,13807.0,"< $25,000",230,170,40,20,60
9306,13807.0,"$25,000 - $49,999",160,80,50,40,50
9307,13807.0,"$50,000 - $74,999",80,20,40,** ,30
9308,13807.0,"$75,000 -  $99,999",60,20,50,** ,30
9309,13807.0,"$100,000 - $199,999",90,** ,80,** ,40
9310,13807.0,"$200,000+",** ,** ,** ,** ,** 
9311,,,,,,,
9312,13808.0,total,750,340,330,60,250
9313,13808.0,"< $25,000",280,200,50,30,90
9314,13808.0,"$25,000 - $49,999",190,90,70,30,50
9315,13808.0,"$50,000 - $74,999",110,50,60,** ,40
9316,13808.0,"$75,000 -  $99,999",80,** ,70,0,30
9317,13808.0,"$100,000 - $199,999",90,** ,80,** ,40
9318,13808.0,"$200,000+",** ,** ,** ,** ,** 
9319,,,,,,,
9320,13809.0,total,680,300,290,80,220
9321,13809.0,"< $25,000",240,150,50,30,80
9322,13809.0,"$25,000 - $49,999",210,100,70,50,50
9323,13809.0,"$50,000 - $74,999",110,50,60,** ,40
9324,13809.0,"$75,000 -  $99,999",60,** ,50,0,50
9325,13809.0,"$100,000 - $199,999",60,** ,60,** ,** 
9326,13809.0,"$200,000+",** ,** ,** ,** ,** 
9327,,,,,,,
9328,13810.0,total,540,270,220,50,180
9329,13810.0,"< $25,000",200,150,40,** ,60
9330,13810.0,"$25,000 - $49,999",140,80,40,50,40
9331,13810.0,"$50,000 - $74,999",80,20,50,** ,50
9332,13810.0,"$75,000 -  $99,999",60,20,40,** ,** 
9333,13810.0,"$100,000 - $199,999",60,** ,50,** ,30
9334,13810.0,"$200,000+",** ,** ,** ,** ,** 
9335,,,,,,,
9336,13811.0,total,"1,970",860,840,220,570
9337,13811.0,"< $25,000",670,440,110,100,180
9338,13811.0,"$25,000 - $49,999",540,280,160,80,140
9339,13811.0,"$50,000 - $74,999",300,100,170,40,100
9340,13811.0,"$75,000 -  $99,999",200,40,160,** ,70
9341,13811.0,"$100,000 - $199,999",230,** ,210,** ,80
9342,13811.0,"$200,000+",30,** ,30,** ,** 
9343,,,,,,,
9344,13812.0,total,"1,010",470,410,120,290
9345,13812.0,"< $25,000",360,250,50,60,90
9346,13812.0,"$25,000 - $49,999",260,140,80,30,80
9347,13812.0,"$50,000 - $74,999",170,50,100,30,50
9348,13812.0,"$75,000 -  $99,999",110,30,90,** ,30
9349,13812.0,"$100,000 - $199,999",110,** ,90,** ,40
9350,13812.0,"$200,000+",** ,** ,** ,** ,** 
9351,,,,,,,
9352,13813.0,total,410,210,160,40,140
9353,13813.0,"< $25,000",170,120,30,20,50
9354,13813.0,"$25,000 - $49,999",110,60,40,20,40
9355,13813.0,"$50,000 - $74,999",40,30,20,** ,30
9356,13813.0,"$75,000 -  $99,999",50,** ,40,** ,** 
9357,13813.0,"$100,000 - $199,999",40,** ,30,0,20
9358,13813.0,"$200,000+",** ,** ,** ,** ,** 
9359,,,,,,,
9360,13815.0,total,"5,990","2,960","2,120",740,"1,700"
9361,13815.0,"< $25,000",2340,1640,300,350,610
9362,13815.0,"$25,000 - $49,999",1560,820,410,250,360
9363,13815.0,"$50,000 - $74,999",870,320,430,90,280
9364,13815.0,"$75,000 -  $99,999",500,110,360,30,180
9365,13815.0,"$100,000 - $199,999",590,70,520,20,220
9366,13815.0,"$200,000+",130,** ,100,** ,50
9367,,,,,,,
9368,13820.0,total,"7,900","4,360","2,630",750,"2,530"
9369,13820.0,"< $25,000",2990,2280,310,340,720
9370,13820.0,"$25,000 - $49,999",1960,1230,420,250,550
9371,13820.0,"$50,000 - $74,999",1150,530,500,100,440
9372,13820.0,"$75,000 -  $99,999",710,180,490,40,320
9373,13820.0,"$100,000 - $199,999",910,120,760,20,400
9374,13820.0,"$200,000+",180,20,150,** ,100
9375,,,,,,,
9376,13825.0,total,"1,570",730,630,180,500
9377,13825.0,"< $25,000",570,390,100,70,150
9378,13825.0,"$25,000 - $49,999",420,220,120,70,110
9379,13825.0,"$50,000 - $74,999",280,90,150,40,100
9380,13825.0,"$75,000 -  $99,999",140,30,110,** ,70
9381,13825.0,"$100,000 - $199,999",140,** ,150,** ,70
9382,13825.0,"$200,000+",20,** ,** ,** ,** 
9383,,,,,,,
9384,13827.0,total,"5,290","2,540","2,150",520,"1,670"
9385,13827.0,"< $25,000",1900,1390,260,230,500
9386,13827.0,"$25,000 - $49,999",1250,660,380,180,370
9387,13827.0,"$50,000 - $74,999",790,300,400,70,290
9388,13827.0,"$75,000 -  $99,999",540,100,410,40,210
9389,13827.0,"$100,000 - $199,999",670,90,580,** ,240
9390,13827.0,"$200,000+",140,** ,120,** ,60
9391,,,,,,,
9392,13830.0,total,"2,090",930,870,260,680
9393,13830.0,"< $25,000",750,490,140,110,210
9394,13830.0,"$25,000 - $49,999",550,270,170,90,170
9395,13830.0,"$50,000 - $74,999",360,110,200,60,120
9396,13830.0,"$75,000 -  $99,999",200,60,150,** ,80
9397,13830.0,"$100,000 - $199,999",200,** ,180,** ,100
9398,13830.0,"$200,000+",30,** ,30,0,** 
9399,,,,,,,
9400,13832.0,total,250,100,100,40,70
9401,13832.0,"< $25,000",100,60,20,40,30
9402,13832.0,"$25,000 - $49,999",80,40,30,** ,20
9403,13832.0,"$50,000 - $74,999",50,** ,30,** ,20
9404,13832.0,"$75,000 -  $99,999",** ,** ,** ,** ,** 
9405,13832.0,"$100,000 - $199,999",20,0,20,0,** 
9406,13832.0,"$200,000+",** ,** ,** ,** ,** 
9407,,,,,,,
9408,13833.0,total,"1,950",900,740,250,540
9409,13833.0,"< $25,000",710,480,100,100,160
9410,13833.0,"$25,000 - $49,999",550,270,140,110,140
9411,13833.0,"$50,000 - $74,999",290,100,170,40,90
9412,13833.0,"$75,000 -  $99,999",190,50,140,** ,80
9413,13833.0,"$100,000 - $199,999",180,** ,160,** ,70
9414,13833.0,"$200,000+",30,** ,30,** ,** 
9415,,,,,,,
9416,13835.0,total,610,280,240,80,160
9417,13835.0,"< $25,000",220,140,40,40,60
9418,13835.0,"$25,000 - $49,999",180,90,50,40,40
9419,13835.0,"$50,000 - $74,999",100,50,60,** ,30
9420,13835.0,"$75,000 -  $99,999",50,** ,40,** ,30
9421,13835.0,"$100,000 - $199,999",60,** ,50,** ,** 
9422,13835.0,"$200,000+",** ,** ,** ,** ,** 
9423,,,,,,,
9424,13838.0,total,"1,950",990,630,290,550
9425,13838.0,"< $25,000",800,550,90,150,210
9426,13838.0,"$25,000 - $49,999",520,280,130,100,120
9427,13838.0,"$50,000 - $74,999",280,110,140,40,90
9428,13838.0,"$75,000 -  $99,999",160,50,100,** ,60
9429,13838.0,"$100,000 - $199,999",190,** ,170,** ,70
9430,13838.0,"$200,000+",** ,** ,** ,** ,** 
9431,,,,,,,
9432,13839.0,total,620,270,250,80,180
9433,13839.0,"< $25,000",230,130,50,40,80
9434,13839.0,"$25,000 - $49,999",180,90,60,40,40
9435,13839.0,"$50,000 - $74,999",90,50,40,** ,30
9436,13839.0,"$75,000 -  $99,999",60,** ,50,** ,30
9437,13839.0,"$100,000 - $199,999",60,** ,50,** ,** 
9438,13839.0,"$200,000+",** ,** ,** ,** ,** 
9439,,,,,,,
9440,13841.0,total,220,120,80,20,50
9441,13841.0,"< $25,000",100,70,30,20,30
9442,13841.0,"$25,000 - $49,999",60,50,** ,** ,** 
9443,13841.0,"$50,000 - $74,999",30,** ,20,** ,20
9444,13841.0,"$75,000 -  $99,999",30,** ,30,** ,** 
9445,13841.0,"$100,000 - $199,999",** ,** ,** ,** ,** 
9446,13841.0,"$200,000+",0,0,0,0,0
9447,,,,,,,
9448,13842.0,total,180,80,80,0,70
9449,13842.0,"< $25,000",60,40,** ,0,40
9450,13842.0,"$25,000 - $49,999",40,20,40,0,** 
9451,13842.0,"$50,000 - $74,999",30,20,** ,0,30
9452,13842.0,"$75,000 -  $99,999",30,** ,20,0,** 
9453,13842.0,"$100,000 - $199,999",20,** ,20,0,** 
9454,13842.0,"$200,000+",** ,** ,** ,0,** 
9455,,,,,,,
9456,13843.0,total,750,340,330,70,200
9457,13843.0,"< $25,000",270,170,60,30,60
9458,13843.0,"$25,000 - $49,999",210,120,60,40,50
9459,13843.0,"$50,000 - $74,999",110,50,70,** ,30
9460,13843.0,"$75,000 -  $99,999",80,** ,70,** ,30
9461,13843.0,"$100,000 - $199,999",80,** ,70,** ,30
9462,13843.0,"$200,000+",** ,** ,** ,** ,** 
9463,,,,,,,
9464,13844.0,total,360,160,130,40,90
9465,13844.0,"< $25,000",140,100,20,** ,30
9466,13844.0,"$25,000 - $49,999",100,40,30,40,20
9467,13844.0,"$50,000 - $74,999",60,20,30,** ,20
9468,13844.0,"$75,000 -  $99,999",30,** ,20,0,20
9469,13844.0,"$100,000 - $199,999",30,** ,30,** ,** 
9470,13844.0,"$200,000+",** ,** ,** ,** ,** 
9471,,,,,,,
9472,13846.0,total,160,80,60,0,60
9473,13846.0,"< $25,000",60,40,** ,0,30
9474,13846.0,"$25,000 - $49,999",50,40,30,0,** 
9475,13846.0,"$50,000 - $74,999",20,** ,** ,0,30
9476,13846.0,"$75,000 -  $99,999",30,** ,30,0,** 
9477,13846.0,"$100,000 - $199,999",** ,** ,** ,0,** 
9478,13846.0,"$200,000+",** ,** ,** ,0,** 
9479,,,,,,,
9480,13849.0,total,"2,030",990,740,250,620
9481,13849.0,"< $25,000",760,520,130,100,230
9482,13849.0,"$25,000 - $49,999",550,290,140,100,150
9483,13849.0,"$50,000 - $74,999",300,110,140,50,90
9484,13849.0,"$75,000 -  $99,999",200,40,150,** ,70
9485,13849.0,"$100,000 - $199,999",190,30,180,** ,80
9486,13849.0,"$200,000+",30,** ,** ,** ,** 
9487,,,,,,,
9488,13850.0,total,"9,940","4,710","4,340",710,"3,380"
9489,13850.0,"< $25,000",3000,2370,350,230,770
9490,13850.0,"$25,000 - $49,999",1950,1150,510,240,610
9491,13850.0,"$50,000 - $74,999",1450,630,650,140,550
9492,13850.0,"$75,000 -  $99,999",1130,290,760,50,480
9493,13850.0,"$100,000 - $199,999",1740,220,1470,50,680
9494,13850.0,"$200,000+",670,50,600,** ,290
9495,,,,,,,
9496,13856.0,total,"2,630","1,300",980,300,920
9497,13856.0,"< $25,000",1030,700,180,130,350
9498,13856.0,"$25,000 - $49,999",730,380,220,120,190
9499,13856.0,"$50,000 - $74,999",390,140,200,50,150
9500,13856.0,"$75,000 -  $99,999",240,40,180,** ,120
9501,13856.0,"$100,000 - $199,999",210,40,180,** ,110
9502,13856.0,"$200,000+",30,** ,20,** ,** 
9503,,,,,,,
9504,13861.0,total,300,150,140,0,90
9505,13861.0,"< $25,000",100,80,30,0,30
9506,13861.0,"$25,000 - $49,999",70,40,** ,0,30
9507,13861.0,"$50,000 - $74,999",50,30,40,0,** 
9508,13861.0,"$75,000 -  $99,999",40,** ,30,0,30
9509,13861.0,"$100,000 - $199,999",40,** ,40,0,** 
9510,13861.0,"$200,000+",** ,** ,** ,0,** 
9511,,,,,,,
9512,13862.0,total,"1,850",830,740,250,490
9513,13862.0,"< $25,000",670,460,100,100,170
9514,13862.0,"$25,000 - $49,999",480,230,140,90,110
9515,13862.0,"$50,000 - $74,999",300,100,150,60,80
9516,13862.0,"$75,000 -  $99,999",180,40,150,** ,60
9517,13862.0,"$100,000 - $199,999",220,** ,200,** ,70
9518,13862.0,"$200,000+",** ,** ,** ,** ,** 
9519,,,,,,,
9520,13863.0,total,190,90,80,20,40
9521,13863.0,"< $25,000",90,60,** ,20,20
9522,13863.0,"$25,000 - $49,999",40,30,40,** ,20
9523,13863.0,"$50,000 - $74,999",30,** ,20,** ,** 
9524,13863.0,"$75,000 -  $99,999",30,** ,20,0,** 
9525,13863.0,"$100,000 - $199,999",** ,** ,** ,** ,** 
9526,13863.0,"$200,000+",** ,** ,** ,** ,** 
9527,,,,,,,
9528,13864.0,total,520,270,190,50,140
9529,13864.0,"< $25,000",190,140,30,20,50
9530,13864.0,"$25,000 - $49,999",160,90,40,30,30
9531,13864.0,"$50,000 - $74,999",80,40,40,** ,30
9532,13864.0,"$75,000 -  $99,999",50,** ,40,** ,30
9533,13864.0,"$100,000 - $199,999",40,** ,40,0,** 
9534,13864.0,"$200,000+",** ,** ,** ,** ,** 
9535,,,,,,,
9536,13865.0,total,"2,700","1,160","1,210",250,800
9537,13865.0,"< $25,000",930,640,160,110,240
9538,13865.0,"$25,000 - $49,999",700,330,240,100,190
9539,13865.0,"$50,000 - $74,999",440,130,260,40,150
9540,13865.0,"$75,000 -  $99,999",300,40,250,** ,110
9541,13865.0,"$100,000 - $199,999",290,20,260,** ,110
9542,13865.0,"$200,000+",40,** ,40,0,** 
9543,,,,,,,
9544,13901.0,total,"8,570","4,430","2,830","1,150","2,420"
9545,13901.0,"< $25,000",3500,2470,370,620,780
9546,13901.0,"$25,000 - $49,999",1960,1150,410,340,500
9547,13901.0,"$50,000 - $74,999",1140,510,470,120,400
9548,13901.0,"$75,000 -  $99,999",750,180,530,40,290
9549,13901.0,"$100,000 - $199,999",1030,120,880,30,370
9550,13901.0,"$200,000+",190,** ,170,** ,80
9551,,,,,,,
9552,13903.0,total,"8,460","4,450","2,760","1,120","2,390"
9553,13903.0,"< $25,000",3330,2340,350,600,680
9554,13903.0,"$25,000 - $49,999",2060,1230,430,340,510
9555,13903.0,"$50,000 - $74,999",1150,540,470,110,390
9556,13903.0,"$75,000 -  $99,999",710,190,470,40,280
9557,13903.0,"$100,000 - $199,999",930,120,790,30,390
9558,13903.0,"$200,000+",280,30,250,** ,140
9559,,,,,,,
9560,13904.0,total,"4,150","2,180","1,320",570,"1,210"
9561,13904.0,"< $25,000",1670,1160,190,300,380
9562,13904.0,"$25,000 - $49,999",1150,660,270,190,320
9563,13904.0,"$50,000 - $74,999",630,250,310,50,230
9564,13904.0,"$75,000 -  $99,999",300,70,200,30,140
9565,13904.0,"$100,000 - $199,999",350,40,300,** ,120
9566,13904.0,"$200,000+",50,** ,50,** ,20
9567,,,,,,,
9568,13905.0,total,"10,720","6,230","2,840","1,420","3,000"
9569,13905.0,"< $25,000",4600,3330,400,800,930
9570,13905.0,"$25,000 - $49,999",2650,1650,510,400,660
9571,13905.0,"$50,000 - $74,999",1440,780,490,130,500
9572,13905.0,"$75,000 -  $99,999",790,260,460,50,320
9573,13905.0,"$100,000 - $199,999",990,180,770,40,460
9574,13905.0,"$200,000+",250,30,210,** ,130
9575,,,,,,,
9576,14001.0,total,"4,760","2,300","2,000",360,"1,410"
9577,14001.0,"< $25,000",1480,1130,220,110,470
9578,14001.0,"$25,000 - $49,999",1180,750,270,130,310
9579,14001.0,"$50,000 - $74,999",780,290,390,70,270
9580,14001.0,"$75,000 -  $99,999",520,80,380,50,150
9581,14001.0,"$100,000 - $199,999",700,50,640,** ,180
9582,14001.0,"$200,000+",100,** ,100,0,30
9583,,,,,,,
9584,14004.0,total,"5,410","2,520","2,380",420,"1,640"
9585,14004.0,"< $25,000",1660,1310,190,140,420
9586,14004.0,"$25,000 - $49,999",1210,710,320,150,380
9587,14004.0,"$50,000 - $74,999",900,340,460,80,310
9588,14004.0,"$75,000 -  $99,999",680,100,540,50,240
9589,14004.0,"$100,000 - $199,999",860,60,780,** ,260
9590,14004.0,"$200,000+",100,** ,90,** ,30
9591,,,,,,,
9592,14005.0,total,960,470,370,100,230
9593,14005.0,"< $25,000",310,250,30,30,70
9594,14005.0,"$25,000 - $49,999",250,140,60,40,50
9595,14005.0,"$50,000 - $74,999",170,60,90,30,50
9596,14005.0,"$75,000 -  $99,999",110,20,80,** ,30
9597,14005.0,"$100,000 - $199,999",120,** ,110,** ,30
9598,14005.0,"$200,000+",** ,** ,** ,** ,** 
9599,,,,,,,
9600,14006.0,total,"4,750","2,500","1,690",490,"1,430"
9601,14006.0,"< $25,000",1600,1210,170,200,420
9602,14006.0,"$25,000 - $49,999",1240,760,290,170,340
9603,14006.0,"$50,000 - $74,999",800,340,360,80,260
9604,14006.0,"$75,000 -  $99,999",500,130,340,40,190
9605,14006.0,"$100,000 - $199,999",550,60,480,** ,190
9606,14006.0,"$200,000+",60,** ,50,0,30
9607,,,,,,,
9608,14008.0,total,710,340,300,50,190
9609,14008.0,"< $25,000",250,190,30,20,60
9610,14008.0,"$25,000 - $49,999",180,100,50,30,50
9611,14008.0,"$50,000 - $74,999",120,50,90,** ,40
9612,14008.0,"$75,000 -  $99,999",70,** ,50,** ,40
9613,14008.0,"$100,000 - $199,999",90,** ,80,0,** 
9614,14008.0,"$200,000+",** ,** ,** ,** ,** 
9615,,,,,,,
9616,14009.0,total,"2,600","1,250","1,040",280,730
9617,14009.0,"< $25,000",870,640,130,100,230
9618,14009.0,"$25,000 - $49,999",730,400,190,110,180
9619,14009.0,"$50,000 - $74,999",430,140,230,70,130
9620,14009.0,"$75,000 -  $99,999",270,40,220,** ,90
9621,14009.0,"$100,000 - $199,999",260,30,230,** ,100
9622,14009.0,"$200,000+",40,** ,40,** ,** 
9623,,,,,,,
9624,14011.0,total,"2,880","1,420","1,150",260,820
9625,14011.0,"< $25,000",870,670,90,100,210
9626,14011.0,"$25,000 - $49,999",760,460,170,100,210
9627,14011.0,"$50,000 - $74,999",510,210,250,40,140
9628,14011.0,"$75,000 -  $99,999",340,60,270,20,130
9629,14011.0,"$100,000 - $199,999",370,20,340,** ,130
9630,14011.0,"$200,000+",30,** ,30,0,** 
9631,,,,,,,
9632,14012.0,total,"1,120",480,490,140,340
9633,14012.0,"< $25,000",390,250,70,60,110
9634,14012.0,"$25,000 - $49,999",280,130,110,50,90
9635,14012.0,"$50,000 - $74,999",200,70,110,30,70
9636,14012.0,"$75,000 -  $99,999",110,30,80,** ,30
9637,14012.0,"$100,000 - $199,999",140,** ,120,** ,40
9638,14012.0,"$200,000+",** ,** ,** ,** ,** 
9639,,,,,,,
9640,14013.0,total,700,340,290,100,200
9641,14013.0,"< $25,000",290,200,40,60,80
9642,14013.0,"$25,000 - $49,999",180,100,60,40,50
9643,14013.0,"$50,000 - $74,999",100,40,60,** ,50
9644,14013.0,"$75,000 -  $99,999",60,** ,60,** ,** 
9645,14013.0,"$100,000 - $199,999",70,** ,70,** ,20
9646,14013.0,"$200,000+",** ,** ,** ,** ,** 
9647,,,,,,,
9648,14020.0,total,"10,220","5,330","3,360","1,310","2,930"
9649,14020.0,"< $25,000",4090,2920,460,630,1010
9650,14020.0,"$25,000 - $49,999",2630,1530,560,470,640
9651,14020.0,"$50,000 - $74,999",1440,600,650,150,470
9652,14020.0,"$75,000 -  $99,999",900,160,680,60,340
9653,14020.0,"$100,000 - $199,999",1020,100,890,** ,410
9654,14020.0,"$200,000+",140,20,120,** ,60
9655,,,,,,,
9656,14024.0,total,710,330,310,70,180
9657,14024.0,"< $25,000",230,160,40,30,60
9658,14024.0,"$25,000 - $49,999",190,100,60,40,50
9659,14024.0,"$50,000 - $74,999",120,50,60,** ,30
9660,14024.0,"$75,000 -  $99,999",80,20,70,** ,20
9661,14024.0,"$100,000 - $199,999",90,** ,80,** ,20
9662,14024.0,"$200,000+",** ,** ,** ,** ,** 
9663,,,,,,,
9664,14025.0,total,"1,570",720,720,100,460
9665,14025.0,"< $25,000",420,330,40,30,90
9666,14025.0,"$25,000 - $49,999",370,240,90,40,100
9667,14025.0,"$50,000 - $74,999",250,100,130,30,110
9668,14025.0,"$75,000 -  $99,999",200,30,150,** ,60
9669,14025.0,"$100,000 - $199,999",280,20,260,** ,80
9670,14025.0,"$200,000+",50,** ,50,** ,20
9671,,,,,,,
9672,14026.0,total,460,240,180,30,150
9673,14026.0,"< $25,000",140,110,** ,30,40
9674,14026.0,"$25,000 - $49,999",110,70,50,** ,30
9675,14026.0,"$50,000 - $74,999",70,30,30,** ,30
9676,14026.0,"$75,000 -  $99,999",50,30,30,** ,20
9677,14026.0,"$100,000 - $199,999",90,** ,70,** ,30
9678,14026.0,"$200,000+",** ,** ,** ,** ,** 
9679,,,,,,,
9680,14028.0,total,730,340,310,70,230
9681,14028.0,"< $25,000",220,170,** ,30,50
9682,14028.0,"$25,000 - $49,999",180,90,90,40,60
9683,14028.0,"$50,000 - $74,999",130,50,60,** ,50
9684,14028.0,"$75,000 -  $99,999",80,30,60,** ,30
9685,14028.0,"$100,000 - $199,999",120,** ,100,** ,40
9686,14028.0,"$200,000+",** ,** ,** ,** ,** 
9687,,,,,,,
9688,14030.0,total,700,310,320,60,170
