,"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
5747,12720.0,"$50,000 - $74,999",30,** ,50,0,50
5748,12720.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
5749,12720.0,"$100,000 - $199,999",20,** ,** ,0,** 
5750,12720.0,"$200,000+",** ,** ,** ,0,** 
5751,,,,,,,
5752,12721.0,total,"2,950","1,290","1,180",410,620
5753,12721.0,"< $25,000",960,640,180,120,140
5754,12721.0,"$25,000 - $49,999",680,340,170,150,140
5755,12721.0,"$50,000 - $74,999",430,180,170,60,120
5756,12721.0,"$75,000 -  $99,999",290,70,170,50,70
5757,12721.0,"$100,000 - $199,999",490,60,410,30,120
5758,12721.0,"$200,000+",100,** ,80,** ,30
5759,,,,,,,
5760,12723.0,total,740,400,270,70,260
5761,12723.0,"< $25,000",270,200,40,30,90
5762,12723.0,"$25,000 - $49,999",180,100,50,40,60
5763,12723.0,"$50,000 - $74,999",100,60,40,** ,40
5764,12723.0,"$75,000 -  $99,999",60,40,40,** ,30
5765,12723.0,"$100,000 - $199,999",100,** ,100,** ,40
5766,12723.0,"$200,000+",30,** ,** ,** ,** 
5767,,,,,,,
5768,12725.0,total,140,80,40,0,60
5769,12725.0,"< $25,000",40,30,** ,0,** 
5770,12725.0,"$25,000 - $49,999",60,50,** ,0,60
5771,12725.0,"$50,000 - $74,999",** ,** ,** ,0,** 
5772,12725.0,"$75,000 -  $99,999",40,** ,40,0,** 
5773,12725.0,"$100,000 - $199,999",** ,** ,** ,0,** 
5774,12725.0,"$200,000+",** ,** ,** ,0,** 
5775,,,,,,,
5776,12726.0,total,480,220,200,40,160
5777,12726.0,"< $25,000",150,110,20,** ,50
5778,12726.0,"$25,000 - $49,999",100,60,30,40,30
5779,12726.0,"$50,000 - $74,999",80,30,40,** ,50
5780,12726.0,"$75,000 -  $99,999",50,20,30,** ,** 
5781,12726.0,"$100,000 - $199,999",100,** ,80,** ,30
5782,12726.0,"$200,000+",** ,** ,** ,** ,** 
5783,,,,,,,
5784,12729.0,total,780,370,280,100,210
5785,12729.0,"< $25,000",280,180,50,50,60
5786,12729.0,"$25,000 - $49,999",220,120,50,30,50
5787,12729.0,"$50,000 - $74,999",120,40,60,20,40
5788,12729.0,"$75,000 -  $99,999",80,30,50,** ,30
5789,12729.0,"$100,000 - $199,999",80,** ,70,** ,30
5790,12729.0,"$200,000+",** ,** ,** ,** ,** 
5791,,,,,,,
5792,12732.0,total,380,170,150,40,120
5793,12732.0,"< $25,000",130,90,40,** ,60
5794,12732.0,"$25,000 - $49,999",80,60,** ,40,** 
5795,12732.0,"$50,000 - $74,999",60,** ,50,** ,30
5796,12732.0,"$75,000 -  $99,999",40,20,** ,** ,** 
5797,12732.0,"$100,000 - $199,999",70,** ,60,** ,30
5798,12732.0,"$200,000+",** ,** ,** ,** ,** 
5799,,,,,,,
5800,12733.0,total,250,80,150,30,40
5801,12733.0,"< $25,000",120,50,60,30,** 
5802,12733.0,"$25,000 - $49,999",70,30,40,** ,40
5803,12733.0,"$50,000 - $74,999",40,** ,30,** ,** 
5804,12733.0,"$75,000 -  $99,999",20,** ,20,0,** 
5805,12733.0,"$100,000 - $199,999",** ,** ,** ,** ,** 
5806,12733.0,"$200,000+",** ,** ,** ,** ,** 
5807,,,,,,,
5808,12734.0,total,560,280,160,110,140
5809,12734.0,"< $25,000",190,140,** ,30,50
5810,12734.0,"$25,000 - $49,999",200,90,60,80,60
5811,12734.0,"$50,000 - $74,999",70,30,30,** ,** 
5812,12734.0,"$75,000 -  $99,999",40,20,20,** ,30
5813,12734.0,"$100,000 - $199,999",60,** ,50,** ,** 
5814,12734.0,"$200,000+",** ,** ,** ,** ,** 
5815,,,,,,,
5816,12737.0,,840,410,330,80,230
5817,12737.0,"$1 under $25,000",280,210,40,30,70
5818,12737.0,"$25,000 under $50,000",180,100,50,20,50
5819,12737.0,"$50,000 under $75,000",130,60,50,30,40
5820,12737.0,"$75,000 under $100,000",100,40,60,** ,30
5821,12737.0,"$100,000 under $200,000",130,** ,130,** ,40
5822,12737.0,"$200,000 or more",20,** ,** ,** ,** 
5823,,,,,,,
5824,12738.0,total,120,70,40,0,30
5825,12738.0,"< $25,000",40,30,** ,0,** 
5826,12738.0,"$25,000 - $49,999",30,40,** ,0,30
5827,12738.0,"$50,000 - $74,999",30,** ,40,0,** 
5828,12738.0,"$75,000 -  $99,999",20,** ,** ,0,** 
5829,12738.0,"$100,000 - $199,999",** ,** ,** ,0,** 
5830,12738.0,"$200,000+",** ,** ,** ,0,** 
5831,,,,,,,
5832,12740.0,total,890,410,350,120,290
5833,12740.0,"< $25,000",270,190,40,40,70
5834,12740.0,"$25,000 - $49,999",190,100,50,40,60
5835,12740.0,"$50,000 - $74,999",150,60,60,40,50
5836,12740.0,"$75,000 -  $99,999",120,30,80,** ,50
5837,12740.0,"$100,000 - $199,999",130,30,100,** ,60
5838,12740.0,"$200,000+",30,** ,20,** ,** 
5839,,,,,,,
5840,12741.0,total,150,80,40,0,40
5841,12741.0,"< $25,000",60,50,** ,0,** 
5842,12741.0,"$25,000 - $49,999",50,30,** ,0,40
5843,12741.0,"$50,000 - $74,999",** ,** ,** ,0,** 
5844,12741.0,"$75,000 -  $99,999",40,** ,40,0,** 
5845,12741.0,"$100,000 - $199,999",** ,** ,** ,0,** 
5846,12741.0,"$200,000+",0,0,0,0,0
5847,,,,,,,
5848,12742.0,total,180,90,50,30,50
5849,12742.0,"< $25,000",70,40,20,30,** 
5850,12742.0,"$25,000 - $49,999",60,50,** ,** ,50
5851,12742.0,"$50,000 - $74,999",30,** ,30,** ,** 
5852,12742.0,"$75,000 -  $99,999",20,** ,** ,** ,** 
5853,12742.0,"$100,000 - $199,999",** ,** ,** ,** ,** 
5854,12742.0,"$200,000+",** ,** ,** ,** ,** 
5855,,,,,,,
5856,12743.0,total,130,60,50,0,40
5857,12743.0,"< $25,000",50,30,** ,0,** 
5858,12743.0,"$25,000 - $49,999",20,30,** ,0,** 
5859,12743.0,"$50,000 - $74,999",40,** ,50,0,40
5860,12743.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
5861,12743.0,"$100,000 - $199,999",20,** ,** ,0,** 
5862,12743.0,"$200,000+",** ,** ,** ,0,** 
5863,,,,,,,
5864,12745.0,total,100,60,40,0,30
5865,12745.0,"< $25,000",40,30,** ,0,30
5866,12745.0,"$25,000 - $49,999",40,30,40,0,** 
5867,12745.0,"$50,000 - $74,999",** ,** ,** ,0,** 
5868,12745.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
5869,12745.0,"$100,000 - $199,999",20,** ,** ,0,** 
5870,12745.0,"$200,000+",** ,** ,** ,0,** 
5871,,,,,,,
5872,12746.0,total,570,300,190,60,160
5873,12746.0,"< $25,000",220,160,30,20,60
5874,12746.0,"$25,000 - $49,999",130,70,40,40,40
5875,12746.0,"$50,000 - $74,999",100,50,30,** ,40
5876,12746.0,"$75,000 -  $99,999",40,20,30,** ,** 
5877,12746.0,"$100,000 - $199,999",80,** ,60,** ,20
5878,12746.0,"$200,000+",** ,** ,** ,** ,** 
5879,,,,,,,
5880,12747.0,total,760,400,260,100,240
5881,12747.0,"< $25,000",260,190,30,50,60
5882,12747.0,"$25,000 - $49,999",200,120,50,30,60
5883,12747.0,"$50,000 - $74,999",120,50,50,20,40
5884,12747.0,"$75,000 -  $99,999",70,40,40,** ,30
5885,12747.0,"$100,000 - $199,999",110,** ,90,** ,50
5886,12747.0,"$200,000+",** ,** ,** ,** ,** 
5887,,,,,,,
5888,12748.0,total,930,470,350,100,300
5889,12748.0,"< $25,000",310,220,50,40,80
5890,12748.0,"$25,000 - $49,999",240,140,60,60,70
5891,12748.0,"$50,000 - $74,999",130,70,40,** ,50
5892,12748.0,"$75,000 -  $99,999",80,20,50,** ,30
5893,12748.0,"$100,000 - $199,999",140,20,120,** ,70
5894,12748.0,"$200,000+",30,** ,30,0,** 
5895,,,,,,,
5896,12751.0,total,430,170,180,60,110
5897,12751.0,"< $25,000",200,90,90,20,40
5898,12751.0,"$25,000 - $49,999",120,50,30,40,40
5899,12751.0,"$50,000 - $74,999",60,30,30,** ,** 
5900,12751.0,"$75,000 -  $99,999",30,** ,30,** ,30
5901,12751.0,"$100,000 - $199,999",20,** ,** ,** ,** 
5902,12751.0,"$200,000+",** ,** ,** ,** ,** 
5903,,,,,,,
5904,12752.0,total,150,80,50,20,40
5905,12752.0,"< $25,000",40,30,** ,20,** 
5906,12752.0,"$25,000 - $49,999",50,50,** ,** ,** 
5907,12752.0,"$50,000 - $74,999",40,** ,50,** ,40
5908,12752.0,"$75,000 -  $99,999",** ,** ,** ,** ,** 
5909,12752.0,"$100,000 - $199,999",20,** ,** ,0,** 
5910,12752.0,"$200,000+",** ,** ,** ,** ,** 
5911,,,,,,,
5912,12754.0,total,"2,770","1,300",750,670,620
5913,12754.0,"< $25,000",1140,710,110,310,190
5914,12754.0,"$25,000 - $49,999",800,380,130,270,150
5915,12754.0,"$50,000 - $74,999",340,120,150,60,110
5916,12754.0,"$75,000 -  $99,999",190,50,120,30,60
5917,12754.0,"$100,000 - $199,999",250,40,200,** ,90
5918,12754.0,"$200,000+",50,** ,40,0,20
5919,,,,,,,
5920,12758.0,total,"1,800",920,630,230,550
5921,12758.0,"< $25,000",700,500,90,110,190
5922,12758.0,"$25,000 - $49,999",450,230,130,80,130
5923,12758.0,"$50,000 - $74,999",240,110,100,20,80
5924,12758.0,"$75,000 -  $99,999",170,40,110,20,70
5925,12758.0,"$100,000 - $199,999",200,40,170,** ,80
5926,12758.0,"$200,000+",40,** ,30,** ,** 
5927,,,,,,,
5928,12759.0,total,680,320,150,190,150
5929,12759.0,"< $25,000",350,200,40,100,60
5930,12759.0,"$25,000 - $49,999",170,80,30,60,30
5931,12759.0,"$50,000 - $74,999",60,20,20,30,40
5932,12759.0,"$75,000 -  $99,999",40,20,20,** ,** 
5933,12759.0,"$100,000 - $199,999",60,** ,40,** ,20
5934,12759.0,"$200,000+",** ,** ,** ,** ,** 
5935,,,,,,,
5936,12760.0,total,210,100,80,0,70
5937,12760.0,"< $25,000",90,60,30,0,40
5938,12760.0,"$25,000 - $49,999",40,20,** ,0,** 
5939,12760.0,"$50,000 - $74,999",60,20,50,0,30
5940,12760.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
5941,12760.0,"$100,000 - $199,999",20,** ,** ,0,** 
5942,12760.0,"$200,000+",** ,** ,** ,0,** 
5943,,,,,,,
5944,12762.0,total,260,140,90,40,70
5945,12762.0,"< $25,000",80,60,30,** ,** 
5946,12762.0,"$25,000 - $49,999",80,40,** ,40,50
5947,12762.0,"$50,000 - $74,999",40,40,30,** ,** 
5948,12762.0,"$75,000 -  $99,999",30,** ,** ,** ,20
5949,12762.0,"$100,000 - $199,999",30,** ,30,** ,** 
5950,12762.0,"$200,000+",** ,** ,** ,** ,** 
5951,,,,,,,
5952,12763.0,total,360,170,130,50,110
5953,12763.0,"< $25,000",110,80,** ,** ,30
5954,12763.0,"$25,000 - $49,999",110,50,70,50,30
5955,12763.0,"$50,000 - $74,999",50,40,** ,** ,30
5956,12763.0,"$75,000 -  $99,999",40,** ,20,** ,** 
5957,12763.0,"$100,000 - $199,999",50,** ,40,** ,20
5958,12763.0,"$200,000+",** ,** ,** ,** ,** 
5959,,,,,,,
5960,12764.0,total,760,370,300,70,270
5961,12764.0,"< $25,000",270,190,50,20,90
5962,12764.0,"$25,000 - $49,999",180,100,50,50,60
5963,12764.0,"$50,000 - $74,999",110,60,60,** ,40
5964,12764.0,"$75,000 -  $99,999",70,** ,40,** ,30
5965,12764.0,"$100,000 - $199,999",110,20,100,** ,50
5966,12764.0,"$200,000+",20,** ,** ,** ,** 
5967,,,,,,,
5968,12765.0,total,420,180,180,50,120
5969,12765.0,"< $25,000",120,80,** ,** ,30
5970,12765.0,"$25,000 - $49,999",90,50,40,50,30
5971,12765.0,"$50,000 - $74,999",70,50,20,** ,40
5972,12765.0,"$75,000 -  $99,999",50,** ,40,** ,** 
5973,12765.0,"$100,000 - $199,999",90,** ,80,0,20
5974,12765.0,"$200,000+",** ,** ,** ,** ,** 
5975,,,,,,,
5976,12766.0,total,170,80,50,20,40
5977,12766.0,"< $25,000",70,50,** ,20,** 
5978,12766.0,"$25,000 - $49,999",40,30,30,** ,40
5979,12766.0,"$50,000 - $74,999",30,** ,** ,** ,** 
5980,12766.0,"$75,000 -  $99,999",30,** ,20,0,** 
5981,12766.0,"$100,000 - $199,999",** ,** ,** ,** ,** 
5982,12766.0,"$200,000+",** ,** ,** ,** ,** 
5983,,,,,,,
5984,12768.0,total,440,220,170,50,160
5985,12768.0,"< $25,000",140,100,20,** ,40
5986,12768.0,"$25,000 - $49,999",120,70,40,50,40
5987,12768.0,"$50,000 - $74,999",70,30,20,** ,30
5988,12768.0,"$75,000 -  $99,999",50,20,40,** ,20
5989,12768.0,"$100,000 - $199,999",60,** ,50,** ,30
5990,12768.0,"$200,000+",** ,** ,** ,** ,** 
5991,,,,,,,
5992,12771.0,total,"6,220","3,120","2,000",980,"1,470"
5993,12771.0,"< $25,000",2410,1670,260,440,450
5994,12771.0,"$25,000 - $49,999",1510,830,320,320,320
5995,12771.0,"$50,000 - $74,999",830,360,320,130,250
5996,12771.0,"$75,000 -  $99,999",550,150,330,50,180
5997,12771.0,"$100,000 - $199,999",800,110,660,40,230
5998,12771.0,"$200,000+",120,** ,110,0,40
5999,,,,,,,
6000,12775.0,total,"1,320",620,500,190,390
6001,12775.0,"< $25,000",360,270,30,50,80
6002,12775.0,"$25,000 - $49,999",270,150,70,50,70
6003,12775.0,"$50,000 - $74,999",190,90,60,60,60
6004,12775.0,"$75,000 -  $99,999",160,60,80,** ,50
6005,12775.0,"$100,000 - $199,999",260,50,190,30,100
6006,12775.0,"$200,000+",80,** ,70,** ,30
6007,,,,,,,
6008,12776.0,total,840,390,340,100,310
6009,12776.0,"< $25,000",290,200,50,40,110
6010,12776.0,"$25,000 - $49,999",210,100,60,40,60
6011,12776.0,"$50,000 - $74,999",130,50,60,20,50
6012,12776.0,"$75,000 -  $99,999",70,40,50,** ,30
6013,12776.0,"$100,000 - $199,999",120,** ,120,** ,60
6014,12776.0,"$200,000+",20,** ,** ,0,** 
6015,,,,,,,
6016,12777.0,total,360,160,140,30,140
6017,12777.0,"< $25,000",90,70,20,** ,40
6018,12777.0,"$25,000 - $49,999",70,40,** ,30,** 
6019,12777.0,"$50,000 - $74,999",60,20,30,** ,30
6020,12777.0,"$75,000 -  $99,999",60,30,30,** ,30
6021,12777.0,"$100,000 - $199,999",80,** ,60,** ,40
6022,12777.0,"$200,000+",** ,** ,** ,** ,** 
6023,,,,,,,
6024,12779.0,total,990,390,250,330,210
6025,12779.0,"< $25,000",390,220,40,130,60
6026,12779.0,"$25,000 - $49,999",330,90,70,170,50
6027,12779.0,"$50,000 - $74,999",100,60,40,30,30
6028,12779.0,"$75,000 -  $99,999",70,** ,40,** ,30
6029,12779.0,"$100,000 - $199,999",70,20,60,** ,40
6030,12779.0,"$200,000+",30,** ,** ,0,** 
6031,,,,,,,
6032,12780.0,total,"1,110",520,460,100,310
6033,12780.0,"< $25,000",390,290,50,40,100
6034,12780.0,"$25,000 - $49,999",220,110,70,30,50
6035,12780.0,"$50,000 - $74,999",160,60,80,30,50
6036,12780.0,"$75,000 -  $99,999",150,40,100,** ,50
6037,12780.0,"$100,000 - $199,999",190,20,160,** ,60
6038,12780.0,"$200,000+",** ,** ,** ,** ,** 
6039,,,,,,,
6040,12783.0,total,600,290,220,80,190
6041,12783.0,"< $25,000",220,150,40,30,60
6042,12783.0,"$25,000 - $49,999",160,70,50,50,40
6043,12783.0,"$50,000 - $74,999",90,50,30,** ,30
6044,12783.0,"$75,000 -  $99,999",60,20,40,** ,30
6045,12783.0,"$100,000 - $199,999",70,** ,60,** ,30
6046,12783.0,"$200,000+",** ,** ,** ,** ,** 
6047,,,,,,,
6048,12786.0,total,300,140,110,30,110
6049,12786.0,"< $25,000",110,70,40,** ,50
6050,12786.0,"$25,000 - $49,999",70,30,** ,30,** 
6051,12786.0,"$50,000 - $74,999",50,40,30,** ,30
6052,12786.0,"$75,000 -  $99,999",20,** ,** ,** ,** 
6053,12786.0,"$100,000 - $199,999",50,** ,40,0,30
6054,12786.0,"$200,000+",** ,** ,** ,** ,** 
6055,,,,,,,
6056,12787.0,total,220,100,90,30,70
6057,12787.0,"< $25,000",70,50,30,** ,** 
6058,12787.0,"$25,000 - $49,999",50,20,** ,30,50
6059,12787.0,"$50,000 - $74,999",40,30,30,** ,** 
6060,12787.0,"$75,000 -  $99,999",30,** ,** ,** ,20
6061,12787.0,"$100,000 - $199,999",30,** ,30,** ,** 
6062,12787.0,"$200,000+",** ,** ,** ,** ,** 
6063,,,,,,,
6064,12788.0,total,970,450,320,170,250
6065,12788.0,"< $25,000",350,220,50,70,70
6066,12788.0,"$25,000 - $49,999",250,120,50,70,50
6067,12788.0,"$50,000 - $74,999",150,70,60,30,50
6068,12788.0,"$75,000 -  $99,999",90,40,50,** ,40
6069,12788.0,"$100,000 - $199,999",130,** ,110,** ,40
6070,12788.0,"$200,000+",** ,** ,** ,** ,** 
6071,,,,,,,
6072,12789.0,total,770,370,220,180,170
6073,12789.0,"< $25,000",290,180,40,70,50
6074,12789.0,"$25,000 - $49,999",230,110,50,70,30
6075,12789.0,"$50,000 - $74,999",90,60,30,40,50
6076,12789.0,"$75,000 -  $99,999",60,** ,30,** ,** 
6077,12789.0,"$100,000 - $199,999",100,20,70,** ,40
6078,12789.0,"$200,000+",** ,** ,** ,** ,** 
6079,,,,,,,
6080,12790.0,total,"2,250","1,160",730,300,660
6081,12790.0,"< $25,000",740,520,80,110,190
6082,12790.0,"$25,000 - $49,999",540,320,110,100,150
6083,12790.0,"$50,000 - $74,999",400,190,140,50,130
6084,12790.0,"$75,000 -  $99,999",260,80,140,40,90
6085,12790.0,"$100,000 - $199,999",260,50,210,** ,70
6086,12790.0,"$200,000+",50,** ,50,0,30
6087,,,,,,,
6088,12791.0,total,330,160,110,50,100
6089,12791.0,"< $25,000",100,70,30,** ,30
6090,12791.0,"$25,000 - $49,999",80,50,** ,50,20
6091,12791.0,"$50,000 - $74,999",60,20,20,** ,20
6092,12791.0,"$75,000 -  $99,999",40,20,20,** ,30
6093,12791.0,"$100,000 - $199,999",50,** ,40,** ,** 
6094,12791.0,"$200,000+",** ,** ,** ,** ,** 
6095,,,,,,,
6096,12792.0,total,210,100,70,20,60
6097,12792.0,"< $25,000",60,50,** ,20,20
6098,12792.0,"$25,000 - $49,999",40,20,** ,** ,20
6099,12792.0,"$50,000 - $74,999",40,30,50,** ,** 
6100,12792.0,"$75,000 -  $99,999",30,** ,** ,** ,20
6101,12792.0,"$100,000 - $199,999",40,** ,20,** ,** 
6102,12792.0,"$200,000+",** ,** ,** ,** ,** 
6103,,,,,,,
6104,12801.0,total,"7,610","4,390","2,060",980,"1,690"
6105,12801.0,"< $25,000",2900,2200,200,450,510
6106,12801.0,"$25,000 - $49,999",2190,1400,360,360,380
6107,12801.0,"$50,000 - $74,999",1090,520,410,120,290
6108,12801.0,"$75,000 -  $99,999",640,150,450,50,220
6109,12801.0,"$100,000 - $199,999",670,120,550,** ,230
6110,12801.0,"$200,000+",120,** ,90,** ,60
6111,,,,,,,
6112,12803.0,total,"4,420","2,270","1,520",530,"1,080"
6113,12803.0,"< $25,000",1500,1170,140,180,330
6114,12803.0,"$25,000 - $49,999",1190,680,230,230,270
6115,12803.0,"$50,000 - $74,999",710,300,300,80,200
6116,12803.0,"$75,000 -  $99,999",490,90,370,40,130
6117,12803.0,"$100,000 - $199,999",500,30,450,** ,150
6118,12803.0,"$200,000+",30,** ,30,** ,** 
6119,,,,,,,
6120,12804.0,total,"14,080","6,920","5,510","1,370","4,330"
6121,12804.0,"< $25,000",4590,3570,470,470,1090
6122,12804.0,"$25,000 - $49,999",3130,1820,710,500,860
6123,12804.0,"$50,000 - $74,999",1970,860,830,220,690
6124,12804.0,"$75,000 -  $99,999",1400,350,950,90,580
6125,12804.0,"$100,000 - $199,999",2360,250,2010,90,860
6126,12804.0,"$200,000+",630,70,540,** ,250
6127,,,,,,,
6128,12808.0,total,180,80,80,0,100
6129,12808.0,"< $25,000",50,50,** ,0,30
6130,12808.0,"$25,000 - $49,999",30,** ,** ,0,** 
6131,12808.0,"$50,000 - $74,999",60,30,50,0,40
6132,12808.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
6133,12808.0,"$100,000 - $199,999",40,** ,30,0,30
6134,12808.0,"$200,000+",** ,** ,** ,0,** 
6135,,,,,,,
6136,12809.0,total,"1,630",730,690,160,430
6137,12809.0,"< $25,000",560,380,100,70,140
6138,12809.0,"$25,000 - $49,999",400,210,120,60,90
6139,12809.0,"$50,000 - $74,999",280,100,140,30,80
6140,12809.0,"$75,000 -  $99,999",170,40,140,** ,50
6141,12809.0,"$100,000 - $199,999",190,** ,170,** ,70
6142,12809.0,"$200,000+",30,** ,20,0,** 
6143,,,,,,,
6144,12810.0,total,290,140,120,30,100
6145,12810.0,"< $25,000",110,70,20,30,60
6146,12810.0,"$25,000 - $49,999",80,70,20,** ,** 
6147,12810.0,"$50,000 - $74,999",50,** ,30,** ,20
6148,12810.0,"$75,000 -  $99,999",30,** ,30,0,20
6149,12810.0,"$100,000 - $199,999",20,** ,20,0,** 
6150,12810.0,"$200,000+",** ,** ,** ,** ,** 
6151,,,,,,,
6152,12814.0,total,900,500,320,60,350
6153,12814.0,"< $25,000",330,270,30,20,80
6154,12814.0,"$25,000 - $49,999",200,140,40,40,60
6155,12814.0,"$50,000 - $74,999",110,60,50,** ,50
6156,12814.0,"$75,000 -  $99,999",80,** ,60,** ,40
6157,12814.0,"$100,000 - $199,999",130,30,100,** ,90
6158,12814.0,"$200,000+",50,** ,40,0,30
6159,,,,,,,
6160,12815.0,total,520,230,220,40,190
6161,12815.0,"< $25,000",190,130,30,20,50
6162,12815.0,"$25,000 - $49,999",110,50,40,20,30
6163,12815.0,"$50,000 - $74,999",90,30,50,** ,50
6164,12815.0,"$75,000 -  $99,999",50,20,30,** ,20
6165,12815.0,"$100,000 - $199,999",80,** ,70,0,40
6166,12815.0,"$200,000+",** ,** ,** ,** ,** 
6167,,,,,,,
6168,12816.0,total,"2,080",970,850,220,720
6169,12816.0,"< $25,000",680,500,90,80,220
6170,12816.0,"$25,000 - $49,999",530,270,160,80,150
6171,12816.0,"$50,000 - $74,999",330,110,180,30,120
6172,12816.0,"$75,000 -  $99,999",240,50,170,30,110
6173,12816.0,"$100,000 - $199,999",260,40,210,** ,100
6174,12816.0,"$200,000+",40,** ,40,** ,20
6175,,,,,,,
6176,12817.0,total,"1,170",530,510,100,450
6177,12817.0,"< $25,000",360,260,50,50,100
6178,12817.0,"$25,000 - $49,999",290,150,100,50,90
6179,12817.0,"$50,000 - $74,999",200,70,110,** ,90
6180,12817.0,"$75,000 -  $99,999",140,50,100,** ,70
6181,12817.0,"$100,000 - $199,999",150,** ,130,** ,100
6182,12817.0,"$200,000+",30,** ,20,0,** 
6183,,,,,,,
6184,12819.0,total,130,70,50,0,30
6185,12819.0,"< $25,000",50,40,** ,0,** 
6186,12819.0,"$25,000 - $49,999",60,30,30,0,30
6187,12819.0,"$50,000 - $74,999",** ,** ,** ,0,** 
6188,12819.0,"$75,000 -  $99,999",20,** ,20,0,** 
6189,12819.0,"$100,000 - $199,999",** ,** ,** ,0,** 
6190,12819.0,"$200,000+",** ,** ,** ,0,** 
6191,,,,,,,
6192,12821.0,total,140,60,50,0,40
6193,12821.0,"< $25,000",40,30,** ,0,** 
6194,12821.0,"$25,000 - $49,999",40,30,30,0,40
6195,12821.0,"$50,000 - $74,999",30,** ,** ,0,** 
6196,12821.0,"$75,000 -  $99,999",30,** ,20,0,** 
6197,12821.0,"$100,000 - $199,999",** ,** ,** ,0,** 
6198,12821.0,"$200,000+",0,0,0,0,0
6199,,,,,,,
6200,12822.0,total,"2,890","1,340","1,110",360,740
6201,12822.0,"< $25,000",1000,690,140,150,240
6202,12822.0,"$25,000 - $49,999",820,420,220,140,190
6203,12822.0,"$50,000 - $74,999",480,150,260,70,130
6204,12822.0,"$75,000 -  $99,999",300,60,230,** ,90
6205,12822.0,"$100,000 - $199,999",270,20,240,** ,90
6206,12822.0,"$200,000+",20,** ,20,** ,** 
6207,,,,,,,
6208,12823.0,total,160,60,80,0,60
6209,12823.0,"< $25,000",50,30,** ,0,** 
6210,12823.0,"$25,000 - $49,999",40,30,40,0,40
6211,12823.0,"$50,000 - $74,999",30,** ,** ,0,** 
6212,12823.0,"$75,000 -  $99,999",40,** ,40,0,20
6213,12823.0,"$100,000 - $199,999",** ,** ,** ,0,** 
6214,12823.0,"$200,000+",** ,** ,** ,0,** 
6215,,,,,,,
6216,12824.0,total,440,230,180,30,160
6217,12824.0,"< $25,000",140,110,** ,30,30
6218,12824.0,"$25,000 - $49,999",100,60,40,** ,40
6219,12824.0,"$50,000 - $74,999",60,30,30,** ,40
6220,12824.0,"$75,000 -  $99,999",50,30,30,** ,** 
6221,12824.0,"$100,000 - $199,999",70,** ,80,0,50
6222,12824.0,"$200,000+",20,** ,** ,** ,** 
6223,,,,,,,
6224,12827.0,total,"1,890",880,780,200,490
6225,12827.0,"< $25,000",610,420,110,70,150
6226,12827.0,"$25,000 - $49,999",500,290,110,80,110
6227,12827.0,"$50,000 - $74,999",320,110,170,50,80
6228,12827.0,"$75,000 -  $99,999",220,30,170,** ,70
6229,12827.0,"$100,000 - $199,999",220,30,200,** ,80
6230,12827.0,"$200,000+",20,** ,20,** ,** 
6231,,,,,,,
6232,12828.0,total,"4,760","2,400","1,750",540,"1,260"
6233,12828.0,"< $25,000",1640,1200,200,210,390
6234,12828.0,"$25,000 - $49,999",1370,800,320,220,330
6235,12828.0,"$50,000 - $74,999",710,280,340,80,220
6236,12828.0,"$75,000 -  $99,999",480,80,380,30,160
6237,12828.0,"$100,000 - $199,999",510,40,460,** ,140
6238,12828.0,"$200,000+",50,** ,50,** ,20
6239,,,,,,,
6240,12831.0,total,"8,750","4,040","3,820",720,"2,120"
6241,12831.0,"< $25,000",2580,2090,250,200,500
6242,12831.0,"$25,000 - $49,999",1720,1030,400,240,420
6243,12831.0,"$50,000 - $74,999",1210,520,500,140,370
6244,12831.0,"$75,000 -  $99,999",970,210,660,80,290
6245,12831.0,"$100,000 - $199,999",1840,160,1620,60,450
6246,12831.0,"$200,000+",430,30,390,** ,90
6247,,,,,,,
6248,12832.0,total,"2,830","1,340","1,090",350,750
6249,12832.0,"< $25,000",1100,770,160,160,260
6250,12832.0,"$25,000 - $49,999",740,380,220,120,150
6251,12832.0,"$50,000 - $74,999",440,130,240,70,140
6252,12832.0,"$75,000 -  $99,999",250,40,200,** ,90
6253,12832.0,"$100,000 - $199,999",270,20,250,** ,110
